"","Distribution","Days","Density"
"806","Generation time",30.5,4.76014471113357e-07
"807","Generation time",30.6,4.55413286418077e-07
"808","Generation time",30.7,4.3572166070864e-07
"809","Generation time",30.8,4.16899093195356e-07
"810","Generation time",30.9,3.98906901637241e-07
"811","Generation time",31,3.81708140108965e-07
"812","Generation time",31.1,3.6526752024211e-07
"813","Generation time",31.2,3.49551336398601e-07
"814","Generation time",31.3,3.34527394070674e-07
"815","Generation time",31.4,3.20164941504887e-07
"816","Generation time",31.5,3.06434604543775e-07
"817","Generation time",31.6,2.93308324432393e-07
"818","Generation time",31.7,2.80759298390231e-07
"819","Generation time",31.8,2.68761922935379e-07
"820","Generation time",31.9,2.57291739776128e-07
"821","Generation time",32,2.46325384151798e-07
"822","Generation time",32.1,2.35840535587176e-07
"823","Generation time",32.2,2.25815870730623e-07
"824","Generation time",32.3,2.16231018540429e-07
"825","Generation time",32.4,2.07066517346477e-07
"826","Generation time",32.5,1.98303773932392e-07
"827","Generation time",32.6,1.89925024457547e-07
"828","Generation time",32.7,1.81913297155595e-07
"829","Generation time",32.8,1.74252376721332e-07
"830","Generation time",32.9,1.66926770312619e-07
"831","Generation time",33,1.59921675096361e-07
"832","Generation time",33.1,1.53222947259799e-07
"833","Generation time",33.2,1.46817072400589e-07
"834","Generation time",33.3,1.40691137403078e-07
"835","Generation time",33.4,1.34832803238089e-07
"836","Generation time",33.5,1.29230279426889e-07
"837","Generation time",33.6,1.23872299423889e-07
"838","Generation time",33.7,1.18748097014976e-07
"839","Generation time",33.8,1.1384738405013e-07
"840","Generation time",33.9,1.09160328975873e-07
"841","Generation time",34,1.04677536410667e-07
"842","Generation time",34.1,1.00390027634543e-07
"843","Generation time",34.2,9.62892219558616e-08
"844","Generation time",34.3,9.23669189248145e-08
"845","Generation time",34.4,8.86152813297085e-08
"846","Generation time",34.5,8.50268189831778e-08
"847","Generation time",34.6,8.15943732257098e-08
"848","Generation time",34.7,7.8311102124703e-08
"849","Generation time",34.8,7.5170466373577e-08
"850","Generation time",34.9,7.21662157240317e-08
"851","Generation time",35,6.9292376172427e-08
"852","Generation time",35.1,6.65432376194818e-08
"853","Generation time",35.2,6.39133421137575e-08
"854","Generation time",35.3,6.13974726277777e-08
"855","Generation time",35.4,5.89906423355276e-08
"856","Generation time",35.5,5.66880843505736e-08
"857","Generation time",35.6,5.44852419101809e-08
"858","Generation time",35.7,5.23777592937923e-08
"859","Generation time",35.8,5.03614724548086e-08
"860","Generation time",35.9,4.84324008015761e-08
"861","Generation time",36,4.65867389761514e-08
"862","Generation time",36.1,4.48208490787604e-08
"863","Generation time",36.2,4.31312532295011e-08
"864","Generation time",36.3,4.15146264756743e-08
"865","Generation time",36.4,3.9967790010784e-08
"866","Generation time",36.5,3.84877046925383e-08
"867","Generation time",36.6,3.70714648605249e-08
"868","Generation time",36.7,3.57162924187637e-08
"869","Generation time",36.8,3.44195311921048e-08
"870","Generation time",36.9,3.31786415277818e-08
"871","Generation time",37,3.19911951414214e-08
"872","Generation time",37.1,3.0854870197621e-08
"873","Generation time",37.2,2.97674465908283e-08
"874","Generation time",37.3,2.87268014672116e-08
"875","Generation time",37.4,2.77309049117872e-08
"876","Generation time",37.5,2.67778158578633e-08
"877","Generation time",37.6,2.58656781685514e-08
"878","Generation time",37.7,2.49927168500699e-08
"879","Generation time",37.8,2.41572345572127e-08
"880","Generation time",37.9,2.33576080739763e-08
"881","Generation time",38,2.25922851099415e-08
"882","Generation time",38.1,2.18597811335929e-08
"883","Generation time",38.2,2.11586764665324e-08
"884","Generation time",38.3,2.04876133195665e-08
"885","Generation time",38.4,1.98452931433502e-08
"886","Generation time",38.5,1.92304739991669e-08
"887","Generation time",38.6,1.86419680782938e-08
"888","Generation time",38.7,1.80786393131234e-08
"889","Generation time",38.8,1.75394011190686e-08
"890","Generation time",38.9,1.70232141859186e-08
"891","Generation time",39,1.65290844645856e-08
"892","Generation time",39.1,1.60560611204769e-08
"893","Generation time",39.2,1.56032346669179e-08
"894","Generation time",39.3,1.51697351555367e-08
"895","Generation time",39.4,1.47547304000532e-08
"896","Generation time",39.5,1.43574244073141e-08
"897","Generation time",39.6,1.39770557076291e-08
"898","Generation time",39.7,1.36128958823057e-08
"899","Generation time",39.8,1.32642481134098e-08
"900","Generation time",39.9,1.29304457989853e-08
"901","Generation time",40,1.26108512342461e-08
"902","Generation time",40.1,1.23048543334967e-08
"903","Generation time",40.2,1.20118714535591e-08
"904","Generation time",40.3,1.1731344208371e-08
"905","Generation time",40.4,1.14627383848514e-08
"906","Generation time",40.5,1.12055428863098e-08
"907","Generation time",40.6,1.09592686695138e-08
"908","Generation time",40.7,1.0723447913243e-08
"909","Generation time",40.8,1.04976329671716e-08
"910","Generation time",40.9,1.0281395516534e-08
"911","Generation time",41,1.0074325746105e-08
"912","Generation time",41.1,9.87603152941063e-09
"913","Generation time",41.2,9.68613765925148e-09
"914","Generation time",41.3,9.50428511019282e-09
"915","Generation time",41.4,9.3301303338163e-09
"916","Generation time",41.5,9.16334458895545e-09
"917","Generation time",41.6,9.00361329593017e-09
"918","Generation time",41.7,8.85063543056477e-09
"919","Generation time",41.8,8.70412288962429e-09
"920","Generation time",41.9,8.5638000203938e-09
"921","Generation time",42,8.42940299336625e-09
"922","Generation time",42.1,8.30067932896645e-09
"923","Generation time",42.2,8.17738740034683e-09
"924","Generation time",42.3,8.05929596046437e-09
"925","Generation time",42.4,7.94618369051211e-09
"926","Generation time",42.5,7.83783878353553e-09
"927","Generation time",42.6,7.7340585119916e-09
"928","Generation time",42.7,7.63464885080688e-09
"929","Generation time",42.8,7.53942408326582e-09
"930","Generation time",42.9,7.44820646478333e-09
"931","Generation time",43,7.3608258623394e-09
"932","Generation time",43.1,7.27711943097126e-09
"933","Generation time",43.2,7.19693129828946e-09
"934","Generation time",43.3,7.12011225622163e-09
"935","Generation time",43.4,7.0465194892512e-09
"936","Generation time",43.5,6.97601628503377e-09
"937","Generation time",43.6,6.90847177300238e-09
"938","Generation time",43.7,6.8437606782346e-09
"939","Generation time",43.8,6.78176307585208e-09
"940","Generation time",43.9,6.7223641623972e-09
"941","Generation time",44,6.66545403236073e-09
"942","Generation time",44.1,6.61092746941657e-09
"943","Generation time",44.2,6.55868374642083e-09
"944","Generation time",44.3,6.50862643194417e-09
"945","Generation time",44.4,6.46066319883194e-09
"946","Generation time",44.5,6.4147056737577e-09
"947","Generation time",44.6,6.37066918070925e-09
"948","Generation time",44.7,6.32847274848593e-09
"949","Generation time",44.8,6.28803876643117e-09
"950","Generation time",44.9,6.24929297365543e-09
"951","Generation time",45,6.21216424606483e-09
"952","Generation time",45.1,6.1765844869268e-09
"953","Generation time",45.2,6.14248848722985e-09
"954","Generation time",45.3,6.1098138185371e-09
"955","Generation time",45.4,6.07850069732732e-09
"956","Generation time",45.5,6.04849186385386e-09
"957","Generation time",45.6,6.01973251262229e-09
"958","Generation time",45.7,5.99217014609183e-09
"959","Generation time",45.8,5.96575449275266e-09
"960","Generation time",45.9,5.94043741410425e-09
"961","Generation time",46,5.91617281027587e-09
"962","Generation time",46.1,5.89291652875871e-09
"963","Generation time",46.2,5.87062629152341e-09
"964","Generation time",46.3,5.84926160355511e-09
"965","Generation time",46.4,5.82878368970212e-09
"966","Generation time",46.5,5.80915540345218e-09
"967","Generation time",46.6,5.7903411808548e-09
"968","Generation time",46.7,5.77230695082448e-09
"969","Generation time",46.8,5.75502008230866e-09
"970","Generation time",46.9,5.73844932465978e-09
"971","Generation time",47,5.72256474280299e-09
"972","Generation time",47.1,5.70733766121124e-09
"973","Generation time",47.2,5.69274062154732e-09
"974","Generation time",47.3,5.67874732304147e-09
"975","Generation time",47.4,5.66533255215604e-09
"976","Generation time",47.5,5.65247218651269e-09
"977","Generation time",47.6,5.64014310082883e-09
"978","Generation time",47.7,5.6283231470983e-09
"979","Generation time",47.8,5.61699111005613e-09
"980","Generation time",47.9,5.60612666491083e-09
"981","Generation time",48,5.59571034198451e-09
"982","Generation time",48.1,5.58572348900728e-09
"983","Generation time",48.2,5.57614823739191e-09
"984","Generation time",48.3,5.56696746825543e-09
"985","Generation time",48.4,5.55816478268156e-09
"986","Generation time",48.5,5.54972446635395e-09
"987","Generation time",48.6,5.54163146672819e-09
"988","Generation time",48.7,5.53387136130066e-09
"989","Generation time",48.8,5.52643033199851e-09
"990","Generation time",48.9,5.51929514027756e-09
"991","Generation time",49,5.51245309614461e-09
"992","Generation time",49.1,5.50589205473041e-09
"993","Generation time",49.2,5.49960035622973e-09
"994","Generation time",49.3,5.49356685413472e-09
"995","Generation time",49.4,5.48778085053514e-09
"996","Generation time",49.5,5.48223210219518e-09
"997","Generation time",49.6,5.47691078993924e-09
"998","Generation time",49.7,5.47180750957732e-09
"999","Generation time",49.8,5.46691323622002e-09
"1000","Generation time",49.9,5.4622193449359e-09
"1001","Generation time",50,5.45771754230728e-09
"1002","Serial interval",-50,0
"1003","Serial interval",-49.9,0
"1004","Serial interval",-49.8,0
"1005","Serial interval",-49.7,0
"1006","Serial interval",-49.6,0
"1007","Serial interval",-49.5,0
"1008","Serial interval",-49.4,0
"1009","Serial interval",-49.3,0
"1010","Serial interval",-49.2,0
"1011","Serial interval",-49.1,0
"1012","Serial interval",-49,0
"1013","Serial interval",-48.9,0
"1014","Serial interval",-48.8,0
"1015","Serial interval",-48.7,0
"1016","Serial interval",-48.6,0
"1017","Serial interval",-48.5,0
"1018","Serial interval",-48.4,0
"1019","Serial interval",-48.3,0
"1020","Serial interval",-48.2,0
"1021","Serial interval",-48.1,0
"1022","Serial interval",-48,0
"1023","Serial interval",-47.9,0
"1024","Serial interval",-47.8,0
"1025","Serial interval",-47.7,0
"1026","Serial interval",-47.6,0
"1027","Serial interval",-47.5,0
"1028","Serial interval",-47.4,0
"1029","Serial interval",-47.3,0
"1030","Serial interval",-47.2,0
"1031","Serial interval",-47.1,0
"1032","Serial interval",-47,0
"1033","Serial interval",-46.9,0
"1034","Serial interval",-46.8,0
"1035","Serial interval",-46.7,0
"1036","Serial interval",-46.6,0
"1037","Serial interval",-46.5,0
"1038","Serial interval",-46.4,0
"1039","Serial interval",-46.3,0
"1040","Serial interval",-46.2,0
"1041","Serial interval",-46.1,0
"1042","Serial interval",-46,0
"1043","Serial interval",-45.9,0
"1044","Serial interval",-45.8,0
"1045","Serial interval",-45.7,0
"1046","Serial interval",-45.6,0
"1047","Serial interval",-45.5,0
"1048","Serial interval",-45.4,0
"1049","Serial interval",-45.3,0
"1050","Serial interval",-45.2,0
"1051","Serial interval",-45.1,0
"1052","Serial interval",-45,0
"1053","Serial interval",-44.9,0
"1054","Serial interval",-44.8,0
"1055","Serial interval",-44.7,0
"1056","Serial interval",-44.6,0
"1057","Serial interval",-44.5,0
"1058","Serial interval",-44.4,0
"1059","Serial interval",-44.3,0
"1060","Serial interval",-44.2,0
"1061","Serial interval",-44.1,0
"1062","Serial interval",-44,0
"1063","Serial interval",-43.9,0
"1064","Serial interval",-43.8,0
"1065","Serial interval",-43.7,0
"1066","Serial interval",-43.6,0
"1067","Serial interval",-43.5,0
"1068","Serial interval",-43.4,0
"1069","Serial interval",-43.3,0
"1070","Serial interval",-43.2,0
"1071","Serial interval",-43.1,0
"1072","Serial interval",-43,0
"1073","Serial interval",-42.9,0
"1074","Serial interval",-42.8,0
"1075","Serial interval",-42.7,0
"1076","Serial interval",-42.6,0
"1077","Serial interval",-42.5,0
"1078","Serial interval",-42.4,0
"1079","Serial interval",-42.3,0
"1080","Serial interval",-42.2,0
"1081","Serial interval",-42.1,0
"1082","Serial interval",-42,0
"1083","Serial interval",-41.9,0
"1084","Serial interval",-41.8,0
"1085","Serial interval",-41.7,0
"1086","Serial interval",-41.6,0
"1087","Serial interval",-41.5,0
"1088","Serial interval",-41.4,0
"1089","Serial interval",-41.3,0
"1090","Serial interval",-41.2,0
"1091","Serial interval",-41.1,0
"1092","Serial interval",-41,0
"1093","Serial interval",-40.9,0
"1094","Serial interval",-40.8,0
"1095","Serial interval",-40.7,0
"1096","Serial interval",-40.6,0
"1097","Serial interval",-40.5,0
"1098","Serial interval",-40.4,0
"1099","Serial interval",-40.3,0
"1100","Serial interval",-40.2,0
"1101","Serial interval",-40.1,0
"1102","Serial interval",-40,0
"1103","Serial interval",-39.9,0
"1104","Serial interval",-39.8,0
"1105","Serial interval",-39.7,0
"1106","Serial interval",-39.6,0
"1107","Serial interval",-39.5,0
"1108","Serial interval",-39.4,0
"1109","Serial interval",-39.3,0
"1110","Serial interval",-39.2,0
"1111","Serial interval",-39.1,0
"1112","Serial interval",-39,0
"1113","Serial interval",-38.9,0
"1114","Serial interval",-38.8,0
"1115","Serial interval",-38.7,0
"1116","Serial interval",-38.6,0
"1117","Serial interval",-38.5,0
"1118","Serial interval",-38.4,0
"1119","Serial interval",-38.3,0
"1120","Serial interval",-38.2,0
"1121","Serial interval",-38.1,0
"1122","Serial interval",-38,0
"1123","Serial interval",-37.9,0
"1124","Serial interval",-37.8,0
"1125","Serial interval",-37.7,0
"1126","Serial interval",-37.6,0
"1127","Serial interval",-37.5,0
"1128","Serial interval",-37.4,0
"1129","Serial interval",-37.3,0
"1130","Serial interval",-37.2,0
"1131","Serial interval",-37.1,0
"1132","Serial interval",-37,0
"1133","Serial interval",-36.9,0
"1134","Serial interval",-36.8,0
"1135","Serial interval",-36.7,0
"1136","Serial interval",-36.6,0
"1137","Serial interval",-36.5,0
"1138","Serial interval",-36.4,0
"1139","Serial interval",-36.3,0
"1140","Serial interval",-36.2,0
"1141","Serial interval",-36.1,0
"1142","Serial interval",-36,0
"1143","Serial interval",-35.9,0
"1144","Serial interval",-35.8,0
"1145","Serial interval",-35.7,0
"1146","Serial interval",-35.6,0
"1147","Serial interval",-35.5,0
"1148","Serial interval",-35.4,0
"1149","Serial interval",-35.3,0
"1150","Serial interval",-35.2,0
"1151","Serial interval",-35.1,0
"1152","Serial interval",-35,0
"1153","Serial interval",-34.9,0
"1154","Serial interval",-34.8,0
"1155","Serial interval",-34.7,0
"1156","Serial interval",-34.6,0
"1157","Serial interval",-34.5,0
"1158","Serial interval",-34.4,0
"1159","Serial interval",-34.3,0
"1160","Serial interval",-34.2,0
"1161","Serial interval",-34.1,0
"1162","Serial interval",-34,0
"1163","Serial interval",-33.9,0
"1164","Serial interval",-33.8,0
"1165","Serial interval",-33.7,0
"1166","Serial interval",-33.6,0
"1167","Serial interval",-33.5,0
"1168","Serial interval",-33.4,0
"1169","Serial interval",-33.3,0
"1170","Serial interval",-33.2,0
"1171","Serial interval",-33.1,0
"1172","Serial interval",-33,0
"1173","Serial interval",-32.9,0
"1174","Serial interval",-32.8,0
"1175","Serial interval",-32.7,0
"1176","Serial interval",-32.6,0
"1177","Serial interval",-32.5,0
"1178","Serial interval",-32.4,0
"1179","Serial interval",-32.3,0
"1180","Serial interval",-32.2,0
"1181","Serial interval",-32.1,0
"1182","Serial interval",-32,0
"1183","Serial interval",-31.9,0
"1184","Serial interval",-31.8,0
"1185","Serial interval",-31.7,0
"1186","Serial interval",-31.6,0
"1187","Serial interval",-31.5,0
"1188","Serial interval",-31.4,0
"1189","Serial interval",-31.3,0
"1190","Serial interval",-31.2,0
"1191","Serial interval",-31.1,0
"1192","Serial interval",-31,0
"1193","Serial interval",-30.9,0
"1194","Serial interval",-30.8,0
"1195","Serial interval",-30.7,0
"1196","Serial interval",-30.6,0
"1197","Serial interval",-30.5,0
"1198","Serial interval",-30.4,0
"1199","Serial interval",-30.3,0
"1200","Serial interval",-30.2,0
"1201","Serial interval",-30.1,0
"1202","Serial interval",-30,0
"1203","Serial interval",-29.9,0
"1204","Serial interval",-29.8,0
"1205","Serial interval",-29.7,0
"1206","Serial interval",-29.6,0
"1207","Serial interval",-29.5,0
"1208","Serial interval",-29.4,0
"1209","Serial interval",-29.3,0
"1210","Serial interval",-29.2,0
"1211","Serial interval",-29.1,0
"1212","Serial interval",-29,0
"1213","Serial interval",-28.9,0
"1214","Serial interval",-28.8,0
"1215","Serial interval",-28.7,0
"1216","Serial interval",-28.6,0
"1217","Serial interval",-28.5,0
"1218","Serial interval",-28.4,0
"1219","Serial interval",-28.3,0
"1220","Serial interval",-28.2,0
"1221","Serial interval",-28.1,0
"1222","Serial interval",-28,0
"1223","Serial interval",-27.9,0
"1224","Serial interval",-27.8,0
"1225","Serial interval",-27.7,0
"1226","Serial interval",-27.6,0
"1227","Serial interval",-27.5,0
"1228","Serial interval",-27.4,0
"1229","Serial interval",-27.3,0
"1230","Serial interval",-27.2,0
"1231","Serial interval",-27.1,0
"1232","Serial interval",-27,0
"1233","Serial interval",-26.9,0
"1234","Serial interval",-26.8,0
"1235","Serial interval",-26.7,0
"1236","Serial interval",-26.6,0
"1237","Serial interval",-26.5,0
"1238","Serial interval",-26.4,0
"1239","Serial interval",-26.3,0
"1240","Serial interval",-26.2,0
"1241","Serial interval",-26.1,0
"1242","Serial interval",-26,0
"1243","Serial interval",-25.9,0
"1244","Serial interval",-25.8,0
"1245","Serial interval",-25.7,0
"1246","Serial interval",-25.6,0
"1247","Serial interval",-25.5,0
"1248","Serial interval",-25.4,0
"1249","Serial interval",-25.3,0
"1250","Serial interval",-25.2,0
"1251","Serial interval",-25.1,0
"1252","Serial interval",-25,0
"1253","Serial interval",-24.9,0
"1254","Serial interval",-24.8,0
"1255","Serial interval",-24.7,0
"1256","Serial interval",-24.6,0
"1257","Serial interval",-24.5,0
"1258","Serial interval",-24.4,0
"1259","Serial interval",-24.3,0
"1260","Serial interval",-24.2,0
"1261","Serial interval",-24.1,0
"1262","Serial interval",-24,0
"1263","Serial interval",-23.9,0
"1264","Serial interval",-23.8,0
"1265","Serial interval",-23.7,0
"1266","Serial interval",-23.6,0
"1267","Serial interval",-23.5,0
"1268","Serial interval",-23.4,0
"1269","Serial interval",-23.3,0
"1270","Serial interval",-23.2,0
"1271","Serial interval",-23.1,0
"1272","Serial interval",-23,0
"1273","Serial interval",-22.9,0
"1274","Serial interval",-22.8,0
"1275","Serial interval",-22.7,0
"1276","Serial interval",-22.6,0
"1277","Serial interval",-22.5,0
"1278","Serial interval",-22.4,0
"1279","Serial interval",-22.3,0
"1280","Serial interval",-22.2,0
"1281","Serial interval",-22.1,0
"1282","Serial interval",-22,0
"1283","Serial interval",-21.9,0
"1284","Serial interval",-21.8,0
"1285","Serial interval",-21.7,0
"1286","Serial interval",-21.6,0
"1287","Serial interval",-21.5,0
"1288","Serial interval",-21.4,0
"1289","Serial interval",-21.3,0
"1290","Serial interval",-21.2,0
"1291","Serial interval",-21.1,0
"1292","Serial interval",-21,0
"1293","Serial interval",-20.9,0
"1294","Serial interval",-20.8,0
"1295","Serial interval",-20.7,0
"1296","Serial interval",-20.6,0
"1297","Serial interval",-20.5,0
"1298","Serial interval",-20.4,0
"1299","Serial interval",-20.3,0
"1300","Serial interval",-20.2,0
"1301","Serial interval",-20.1,0
"1302","Serial interval",-20,0
"1303","Serial interval",-19.9,0
"1304","Serial interval",-19.8,0
"1305","Serial interval",-19.7,0
"1306","Serial interval",-19.6,0
"1307","Serial interval",-19.5,0
"1308","Serial interval",-19.4,0
"1309","Serial interval",-19.3,0
"1310","Serial interval",-19.2,0
"1311","Serial interval",-19.1,0
"1312","Serial interval",-19,0
"1313","Serial interval",-18.9,0
"1314","Serial interval",-18.8,0
"1315","Serial interval",-18.7,0
"1316","Serial interval",-18.6,0
"1317","Serial interval",-18.5,0
"1318","Serial interval",-18.4,0
"1319","Serial interval",-18.3,0
"1320","Serial interval",-18.2,0
"1321","Serial interval",-18.1,0
"1322","Serial interval",-18,0
"1323","Serial interval",-17.9,0
"1324","Serial interval",-17.8,0
"1325","Serial interval",-17.7,0
"1326","Serial interval",-17.6,0
"1327","Serial interval",-17.5,0
"1328","Serial interval",-17.4,0
"1329","Serial interval",-17.3,0
"1330","Serial interval",-17.2,0
"1331","Serial interval",-17.1,0
"1332","Serial interval",-17,0
"1333","Serial interval",-16.9,0
"1334","Serial interval",-16.8,0
"1335","Serial interval",-16.7,0
"1336","Serial interval",-16.6,0
"1337","Serial interval",-16.5,0
"1338","Serial interval",-16.4,0
"1339","Serial interval",-16.3,0
"1340","Serial interval",-16.2,0
"1341","Serial interval",-16.1,0
"1342","Serial interval",-16,0
"1343","Serial interval",-15.9,0
"1344","Serial interval",-15.8,0
"1345","Serial interval",-15.7,0
"1346","Serial interval",-15.6,0
"1347","Serial interval",-15.5,0
"1348","Serial interval",-15.4,0
"1349","Serial interval",-15.3,0
"1350","Serial interval",-15.2,0
"1351","Serial interval",-15.1,0
"1352","Serial interval",-15,0
"1353","Serial interval",-14.9,0
"1354","Serial interval",-14.8,0
"1355","Serial interval",-14.7,0
"1356","Serial interval",-14.6,0
"1357","Serial interval",-14.5,0
"1358","Serial interval",-14.4,0
"1359","Serial interval",-14.3,1.05874426103825e-26
"1360","Serial interval",-14.2,7.62182897496554e-25
"1361","Serial interval",-14.1,9.58301395668677e-24
"1362","Serial interval",-14,6.23162938413243e-23
"1363","Serial interval",-13.9,2.6244216211357e-22
"1364","Serial interval",-13.8,8.22748716457013e-22
"1365","Serial interval",-13.7,2.12488501351177e-21
"1366","Serial interval",-13.6,4.77997195740035e-21
"1367","Serial interval",-13.5,9.69091588462391e-21
"1368","Serial interval",-13.4,1.81590235615913e-20
"1369","Serial interval",-13.3,3.20472059596256e-20
"1370","Serial interval",-13.2,5.40155538960414e-20
"1371","Serial interval",-13.1,8.76963810588985e-20
"1372","Serial interval",-13,1.38145039271448e-19
"1373","Serial interval",-12.9,2.12408531072044e-19
"1374","Serial interval",-12.8,3.20307661354101e-19
"1375","Serial interval",-12.7,4.75769526928381e-19
"1376","Serial interval",-12.6,6.98213659398535e-19
"1377","Serial interval",-12.5,1.01485006057997e-18
"1378","Serial interval",-12.4,1.46353534051488e-18
"1379","Serial interval",-12.3,2.0967783078793e-18
"1380","Serial interval",-12.2,2.98747451734149e-18
"1381","Serial interval",-12.1,4.23671001082522e-18
"1382","Serial interval",-12,5.98447141392798e-18
"1383","Serial interval",-11.9,8.42493623684457e-18
"1384","Serial interval",-11.8,1.18273275118788e-17
"1385","Serial interval",-11.7,1.65646632750611e-17
"1386","Serial interval",-11.6,2.3153599440127e-17
"1387","Serial interval",-11.5,3.23105137560932e-17
"1388","Serial interval",-11.4,4.50271497049414e-17
"1389","Serial interval",-11.3,6.26771181623887e-17
"1390","Serial interval",-11.2,8.71619816517053e-17
"1391","Serial interval",-11.1,1.21114051232929e-16
"1392","Serial interval",-11,1.68174481561086e-16
"1393","Serial interval",-10.9,2.33383779190673e-16
"1394","Serial interval",-10.8,3.23710147032659e-16
"1395","Serial interval",-10.7,4.48794001764764e-16
"1396","Serial interval",-10.6,6.2195612350846e-16
"1397","Serial interval",-10.5,8.61617148566052e-16
"1398","Serial interval",-10.4,1.19323260878277e-15
"1399","Serial interval",-10.3,1.65194444398003e-15
"1400","Serial interval",-10.2,2.28630932965492e-15
"1401","Serial interval",-10.1,3.16338111957957e-15
"1402","Serial interval",-10,4.37569564178839e-15
"1403","Serial interval",-9.9,6.05092831389587e-15
"1404","Serial interval",-9.8,8.36525783723346e-15
"1405","Serial interval",-9.7,1.15616593776407e-14
"1406","Serial interval",-9.6,1.59750962146375e-14
"1407","Serial interval",-9.5,2.20672822088402e-14
"1408","Serial interval",-9.4,3.04744480432864e-14
"1409","Serial interval",-9.3,4.20729402412212e-14
"1410","Serial interval",-9.2,5.8069518944949e-14
"1411","Serial interval",-9.1,8.01255071646393e-14
"1412","Serial interval",-9,1.10527024716204e-13
"1413","Serial interval",-8.9,1.52419088024316e-13
"1414","Serial interval",-8.8,2.10126835744128e-13
"1415","Serial interval",-8.7,2.89596092202083e-13
"1416","Serial interval",-8.6,3.98998016213751e-13
"1417","Serial interval",-8.5,5.49557714443249e-13
"1418","Serial interval",-8.4,7.5669013230143e-13
"1419","Serial interval",-8.3,1.04155581164365e-12
"1420","Serial interval",-8.2,1.43319155329913e-12
"1421","Serial interval",-8.1,1.97142632195945e-12
"1422","Serial interval",-8,2.71087077632949e-12
"1423","Serial interval",-7.9,3.72637272355258e-12
"1424","Serial interval",-7.8,5.12047397321227e-12
"1425","Serial interval",-7.7,7.03359775404163e-12
"1426","Serial interval",-7.6,9.65796015927163e-12
"1427","Serial interval",-7.5,1.32565569650843e-11
"1428","Serial interval",-7.4,1.81890648920324e-11
"1429","Serial interval",-7.3,2.49471565679442e-11
"1430","Serial interval",-7.2,3.42026252081426e-11
"1431","Serial interval",-7.1,4.68729293316527e-11
"1432","Serial interval",-7,6.4210414724645e-11
"1433","Serial interval",-6.9,8.79236947029695e-11
"1434","Serial interval",-6.8,1.20342683449104e-10
"1435","Serial interval",-6.7,1.646428548704e-10
"1436","Serial interval",-6.6,2.25149774265425e-10
"1437","Serial interval",-6.5,3.07752401152004e-10
"1438","Serial interval",-6.4,4.20463631615233e-10
"1439","Serial interval",-6.3,5.74180024078476e-10
"1440","Serial interval",-6.2,7.83710825237535e-10
"1441","Serial interval",-6.1,1.06917070320123e-09
"1442","Serial interval",-6,1.45786346640653e-09
"1443","Serial interval",-5.9,1.9868279040953e-09
"1444","Serial interval",-5.8,2.70627594580194e-09
"1445","Serial interval",-5.7,3.68423208900611e-09
"1446","Serial interval",-5.6,5.01278909915056e-09
"1447","Serial interval",-5.5,6.81653551584339e-09
"1448","Serial interval",-5.4,9.26390006121498e-09
"1449","Serial interval",-5.3,1.2582408191993e-08
"1450","Serial interval",-5.2,1.70791818236472e-08
"1451","Serial interval",-5.1,2.31684586816129e-08
"1452","Serial interval",-5,3.14084980866635e-08
"1453","Serial interval",-4.9,4.25510266336814e-08
"1454","Serial interval",-4.8,5.76074160015855e-08
"1455","Serial interval",-4.7,7.7937159715198e-08
"1456","Serial interval",-4.6,1.05366033821e-07
"1457","Serial interval",-4.5,1.42343717624889e-07
"1458","Serial interval",-4.4,1.92153808290639e-07
"1459","Serial interval",-4.3,2.59193298080162e-07
"1460","Serial interval",-4.2,3.49344016969109e-07
"1461","Serial interval",-4.1,4.70465655714987e-07
"1462","Serial interval",-4,6.3304926809901e-07
"1463","Serial interval",-3.9,8.51082242976997e-07
"1464","Serial interval",-3.8,1.14319150040158e-06
"1465","Serial interval",-3.7,1.53415204918859e-06
"1466","Serial interval",-3.6,2.05687449484069e-06
"1467","Serial interval",-3.5,2.75501910983954e-06
"1468","Serial interval",-3.4,3.68642803809462e-06
"1469","Serial interval",-3.3,4.92762331702602e-06
"1470","Serial interval",-3.2,6.57969040877663e-06
"1471","Serial interval",-3.1,8.7759584761418e-06
"1472","Serial interval",-3,1.169200480625e-05
"1473","Serial interval",-2.9,1.5558657782327e-05
"1474","Serial interval",-2.8,2.06788571532585e-05
"1475","Serial interval",-2.7,2.74494620778534e-05
"1476","Serial interval",-2.6,3.63893843699432e-05
"1477","Serial interval",-2.5,4.81757813136526e-05
"1478","Serial interval",-2.4,6.36904784189713e-05
"1479","Serial interval",-2.3,8.40793275873265e-05
"1480","Serial interval",-2.2,0.00011082784854554
"1481","Serial interval",-2.1,0.000145857274358339
"1482","Serial interval",-2,0.000191646032772902
"1483","Serial interval",-1.9,0.000251382755102544
"1484","Serial interval",-1.8,0.000329158124247085
"1485","Serial interval",-1.7,0.000430204226800238
"1486","Serial interval",-1.6,0.000561191558249751
"1487","Serial interval",-1.5,0.00073059535632849
"1488","Serial interval",-1.4,0.000949144443247272
"1489","Serial interval",-1.3,0.00123036703189116
"1490","Serial interval",-1.2,0.00159124883370119
"1491","Serial interval",-1.1,0.00205301876394837
"1492","Serial interval",-1,0.00264207633082958
"1493","Serial interval",-0.9,0.00339107128178822
"1494","Serial interval",-0.8,0.00434013958450783
"1495","Serial interval",-0.7,0.00553828865491611
